place_name,review_text,rating,published_at_date
Pierino Scarfo Salon Westboro,"I had my hair highlighted, with a cut and style from Cassandra. Her work is incredible....from her recommendations of color choice to her precision in the way she cut and highlighted my hair. My hair has never looked so soft and natural. She literally transformed my hair. She worked to ensure i was comfortable and met all my expectations of what i want. I feel so much younger because of it. Bravo Cassandra   thank you so much. I highly recommend!!!",5,13:10.2
Pierino Scarfo Salon Westboro,Done with care and technical skills. Very gentle people.,5,13:10.2
Pierino Scarfo Salon Westboro,,5,13:10.2
Pierino Scarfo Salon Westboro,,5,13:10.2
Pierino Scarfo Salon Westboro,Last minute booking requested and accepted for a cut. Dana is really talented at what she does. Highly recommend both Melissa and Dana! All my experiences have been positive here and walk away with a great cut and/or color.,5,13:10.2
Pierino Scarfo Salon Westboro,Great experience,5,13:10.2
Pierino Scarfo Salon Westboro,,5,13:10.8
Pierino Scarfo Salon Westboro,Took my mother who is visiting from out of town for a cut and style refresh.  Melissa took the time to understand what she liked and made great suggestions to update her look.  Thank you!! At 92 she looks amazing with her new cut!,5,13:10.8
Pierino Scarfo Salon Westboro,,5,13:10.8
Pierino Scarfo Salon Westboro,"Another wonderful service by the super talented, super cool and super nice Melissa.  Best hair care studio in Ottawa!",5,13:10.8
Pierino Scarfo Salon Westboro,Love Nikki! Came in with an idea but giving her full creative flexibility and she nailed it !,5,13:10.8
Pierino Scarfo Salon Westboro,Absolutely thrilled with my new hairstyle.  Thank you Dana for the fresh look and repair from a previous bad cut I received from SOMEWHERE ELSE.  I will see you again soon. Likely 4 weeks.,5,13:10.8
Pierino Scarfo Salon Westboro,"First of all, Chantal was so nice and really took good care of me and asked me all the right questions. She also did a really good job with my trim and bangs! Services",5,13:10.8
Pierino Scarfo Salon Westboro,,5,13:10.8
Pierino Scarfo Salon Westboro,,5,13:10.8
Pierino Scarfo Salon Westboro,Amazing   salon and atmosphere.  Dawn is the absolute BEST  . Thank you Dawn for yet another stunning highlight and style yesterday!!!,5,13:10.8
Pierino Scarfo Salon Westboro,"I had the best experience here, absolutely love my blonde and Cass took such great care of me. She was so professional and considerate of every detail to ensure I had the perfect tone, cut, and style! Her hospitality is also amazing, I was so relaxed. She is born to be a hairdresser! absolutely love my blonde and will definitely be coming back!",5,13:11.3
Pierino Scarfo Salon Westboro,"Melissa was an absolute delight, knowledgeable in my color correction,  its perfect.  All staff are friendly and professional.have booked 3 follow-ups today when I left.",5,13:11.3
Pierino Scarfo Salon Westboro,The hairdressers are professional and listen to the clients needs. Relaxing and friendly atmosphere. I would recommend.,5,13:11.3
Pierino Scarfo Salon Westboro,"My stylist was amazing! Jelena gave me my dream balayage and cut. Not only was she talented and nice to talk to, the salon itself had really pleasant and calm energy. I enjoyed going to Pierino s and will again!",5,13:11.4
Pierino Scarfo Salon Westboro,"Been here twice now and will definitely be coming back, very friendly staff and always very happy with my haircut!",5,13:11.4
Pierino Scarfo Salon Westboro,"Pierino is incredible at what he does! He has a clear vision, executes it effortlessly, and offers down to earth conversation while he works his magic. The ladies working with him are all so sweet, and they clearly care about what they do.",5,13:11.4
Pierino Scarfo Salon Westboro,I don t think I have ever had a worse blow dry in my entire life. Genuinely. The hair wash was terrible too. No pressure. No double cleanse. It was also over $100 before tip  what a joke!,1,13:11.4
Pierino Scarfo Salon Westboro,"I ve been a client of Pierino Scarfo for years, and they NEVER disappoint. Excellent cut and style every time.",5,13:11.4
Pierino Scarfo Salon Westboro,,5,13:11.4
Pierino Scarfo Salon Westboro,"After trying a dozen places in the city, I finally found someone who didn t just cut my hair, they gave me a style that works with my hair and showed me how to reproduce it with ease.",5,13:11.4
Pierino Scarfo Salon Westboro,"I decided to try a new salon after years of going to the same place and I am so happy I did! The colour is perfect, ashy and looks great but the cut is the best I ve had in years! Melissa was fantastic.",5,13:11.9
Pierino Scarfo Salon Westboro,Melissa is a great stylist! Shes very lovely to talk to and definitely knows her haircare treatments and products.,5,13:11.9
Pierino Scarfo Salon Westboro,Had a wonderful experience with Rebecca. She was such a pleasure. Will be returning soon! ** Went back for the 3rd time. Just keeps getting better.,5,13:11.9
Pierino Scarfo Salon Westboro,,5,13:11.9
Pierino Scarfo Salon Westboro,"Amazing experience with Dawn! She took the time to listen and offered recommendations on style and hair health. I love my hair again! Thank you, I will be back!",5,13:11.9
Pierino Scarfo Salon Westboro,"I just had a really great experience at Pierino. I m from out of town (travel a lot for work), and was feeling the effects of winter on my hair - so dry and sad. I tried my luck on getting a very last minute appointment here, and amazingly, they were able to fit me in. Dayna was fab - made some great recommendations - and, as a result, my hair looks like a new person. She kept most of my length but somehow still managed to make my hair look happy and full. Had a great chat with the owner on the way out - lovely guy. Great salon, great vibes. 10/10 recommend.",5,13:11.9
Pierino Scarfo Salon Westboro,Melissa is the absolute best! She knows blonde hair so well. Highly recommend,5,13:11.9
Pierino Scarfo Salon Westboro,Best salon in town! Pierno did something different this time and I LOVE it! Ready for back to work.,5,13:11.9
Pierino Scarfo Salon Westboro,Got my long hair cut into a short bob by Pierino. I absolutely love it & so does my fiance (who was begging me not to cut my long hair). Very happy with the friendly and quality service!,5,13:11.9
Pierino Scarfo Salon Westboro,,5,13:11.9
Pierino Scarfo Salon Westboro,Love the result and Dawn is awesome!,5,13:12.5
Pierino Scarfo Salon Westboro,,5,13:12.5
Pierino Scarfo Salon Westboro,"I had an amazing visit at this salon. My stylist, Chantal, is so kind, talented, and did an outstanding and beautiful job! She was super attentive and really took the time to listen to my preferences and provide helpful recommendations. I didnt feel rushed or pressured at any point during my appointment, which was a refreshing change. I really appreciated her focus on hair health, as Ive had negative experiences at other salons in the past. I was also very impressed with her attention to detail and with the precision in her work. I highly recommend this hair salon to anyone in search of top-notch service! I can confidently say that I ve finally found my go-to salon",5,13:12.5
Pierino Scarfo Salon Westboro,,5,13:12.5
Pierino Scarfo Salon Westboro,"They re the best, I m there all the time. Styling is the best, best products, best professionals.",5,13:12.5
Pierino Scarfo Salon Westboro,"Amazing experience, very knowledgeable staff",5,13:12.5
Pierino Scarfo Salon Westboro,I had the pleasure of getting my hair cut by Melissa. I love that she listened to exactly what I wanted and really understood what i meant when I explained my hair texture and how it manages (or doesnt). She was very professional but also kind and welcoming. Definitely staying with her in the future!,5,13:12.5
Pierino Scarfo Salon Westboro,"I really wanted to love this place but I just couldn t.  I gave this place many chances.   My haircut was choppy , took months to grow it  out.    Blowouts are awful, no matter what I asked for it was flipped up.  I m not sure why so many clients give this place a 5 star rating.",1,13:12.5
Pierino Scarfo Salon Westboro,"Went to Pierino Scarfo for the first time today and got a trim from Dana because I had a LOT of damaged hair. She was very knowledgeable about different hair types and good products to use for my very thick and course hair. Not only was she professional, she was also very friendly and easy to talk to. I would definitely recommend!!",5,13:12.5
Pierino Scarfo Salon Westboro,Great hair Stylists and Great selection of products. would definitely Recommend a visit.,5,13:12.5
Shannon Doyle Beauty,"Shannon is an absolutely amazing hair and makeup artist!! So thrilled to have found her. She did an absolutely stunning job for me and my bridesmaids on my wedding day. Couldnt recommend her enough for her talent, her professionalism and her overall friendliness.",5,13:13.1
Shannon Doyle Beauty,"I would definitely recommend Shannon and her team to anyone looking for makeup and hairstyling for their wedding. Both the trial and the wedding day hair and makeup lasted the whole day, with no need at all for touch-ups. Shannon did a beautiful job and I absolutely loved the way my hair and makeup turned out. She allocated plenty of time so that there was no rush at all to get all the work done on time. All of her team worked very well together and made the whole experience very enjoyable. Shannon had a bunch of very useful tips along the way which we all very much appreciated. Thanks Shannon!",5,13:13.1
Shannon Doyle Beauty,Shannon & her team were wonderful to work with for my wedding in September. She made sure everything went smoothly the day of; even when plans changed last minute. Everything was perfect and exactly what I envisioned. Thanks so much!,5,13:13.1
Shannon Doyle Beauty,"Shannon and her Team were wonderful! They arrived ahead of time, were ready to go! Shannon was very mindful of the time we had to great ready, and was great at staying on schedule and not allowing any interruptions to prevent her from doing her job. Theres a lot going on, and its easy to allow someone else to steal time away from your make-up artist and hair stylist. Shannon was on it!! I was very thankful for this! The make-up and hair was beautiful, and she made it a fun experience. I got a lot of compliments. They even helped me into my dress at the end as my dress was a bit difficult to do up at the back. I highly recommend Shannon and her team!!!",5,13:13.1
Shannon Doyle Beauty,"Had an amazing experience with Shannon and Amber, they did such a wonderful job with all my bridesmaids my mother and me. Every time I show someone my wedding photos they are in Awh of my hair. Both of them were so kind and made the day seem less stressful. Truly and forever grateful for the both of you for making me feel beautiful on my big day! Laura de Bie",5,13:13.1
Shannon Doyle Beauty,"I looked long and hard for a team to help us with hair who would capture all our individual styles.  Shannon Doyle s team, specifically Amber and Kendra, were the most incredible duo and made our wedding complete.  Communication was flawless, execution was perfection and they made it feel like we had two of our friends doing our hair.  I couldn t recommend Shannon s team more.  They are worth every dollar and i think the pictures speak for themselves.  100/10 would recommend",5,13:13.1
Shannon Doyle Beauty,"Shannon, Amber and Kendra did the hair and makeup for myself and my bridal party, they were all FANTASTIC. I got so many compliments on my hair, and my mom mentioned many times how wonderful she felt with her curls. They showed up to our fairly remote location very early and were so wonderful the whole day.",5,13:13.1
Shannon Doyle Beauty,"We had such a fun morning with Shannon and Kendra!! The most important thing for me on my wedding day was the ability to relax and let the professionals take care of everything. Shannon goes above and beyond to make sure things stay on track, and that everyone looks and feels beautiful. Plus, if youre gonna be in someones face for hours, dont you want to have fun?? Shannon is absolutely fun, as well as kind and caring. Plus, my face held up super well, through photos, dinner, dancing, and more. Thanks for making me feel comfortable and look *incredible* on that special day.",5,13:13.1
Shannon Doyle Beauty,"We had a great experience with Shannon and Kendra! We did an initial hair and makeup trial appointment, where we were a bit more adventurous and pushed ourselves outside of our comfort zone. On wedding day, we brought our feedback and went for more minimalistic looks that emphasized our natural beauty. Shannon s team was very respectful of our wishes and made sure we got the looks we were after. The morning day with them was relaxing and we even finished up a bit early - so we got some downtime together before we ramped up for our first look photo shoot. Definitely would recommend!",5,13:13.1
Shannon Doyle Beauty,"Shannon was phenomenal to work with. From the moment we spoke on the phone the first time, I knew I wanted her to style my hair for my wedding. I did a trial with Shannon a few months before my wedding, and while it was a beautiful style and exactly what I showed Shannon, it wasnt quite for me. We ended up doing another trial and it was absolutely perfect. Shannon couldnt have done a better job. The day of the wedding, they were very prompt and professional the entire time, also offering tips to my bridal crew. Shannon gave me my dream hair for my dream wedding. I will recommend her services over and over.",5,13:13.1
Shannon Doyle Beauty,"Shannon and her team were fantastic! I had never had my hair and makeup done before but told Shanon I wanted to essentially looked like a polished version of myself and oh man did she deliver! For the wedding day we had ladies in their 20 s and 60 s, some ladies who loved wearing makeup and others who tend to go without, and she made each woman feel beautiful and respected her wishes. She was so fun to deal with and made the morning feel like a big getting ready party!",5,13:13.7
Shannon Doyle Beauty,"From the start of wedding planning all the way until the day of my wedding Shannon made everything so easy! She is easy to talk too and very professional. She made me look absolutely gorgeous on my day with my hair and makeup and I was soo happy with how my bridesmaids looked. I definitely recommend Shannon for your hair and makeup! She had also brought 3 of her makeup and hair artists with her to help out as we were 7 for hair and 8 for makeup, and they were great also!",5,13:13.7
Shannon Doyle Beauty,Amber was lovely to work with for my wedding makeup and did a great job with the natural look for myself and my bridesmaids :),5,13:13.7
Shannon Doyle Beauty,"Amber and Melissa did an absolutely incredible job with hair and makeup for 3 bridesmaids, the mother of the bride, and myself on my wedding day! As somebody with a variety of allergies, I chose to provide all my own products and brushes. Shannon Doyle was incredible, going through a long list of products and helping me pick the right ones that would make my bridal beauty dreams come true! I am really impressed with how they were able to accommodate using all my own products and brushes, and my hair and makeup turned out incredible both in person and in pictures and lasted perfectly through a long day of happy tears, rain, dancing and sweat. One thing to note is that I wish Amber and Melissa were featured more clearly on the Shannon Doyle Beauty website because their work is incredible!",5,13:13.7
Shannon Doyle Beauty,"Shannon did my hair for my wedding, as well as my four bridesmaids and my mothers hair. Everyone loved their hair, and it held perfectly all day! Thanks to Shannon and her team for their professionalism, and making us all feel so good!",5,13:13.7
Shannon Doyle Beauty,"Every time I meet with Shannon to have my makeup done it is a very pleasant experience. She has such a welcoming and kind personality from the get go and really helps you to relax, which is helpful especially if you are a makeup novice like myself! She uses her expertise with  makeup to have your natural beauty stand out. I have gone back to Shannon a couple times now, as I cant find anyone else in Ottawa that makes me look so elegant :)",5,13:13.7
Shannon Doyle Beauty,"Shannon is so awesome and has an amazing team to back her up. She informed me of everything myself and the girls had to do in order to prep for the big day! Very informative especially since my makeup abilities are very limited. If anything needed to change, she was very accommodating to make the schedule work. I didnt have Shannon herself as our makeup artist, but Neelam was fabulous! She was able to do the bride, 3 bridesmaids, mother of the bride and two little flower girls. She stayed right on schedule. We all looked beautiful, while still having a natural look. I was the first up at 7am, and my makeup didnt budge, still looked great at 2am even while on the dance floor busting a move. If you need bridal makeup, be sure to reach out to Shannon!",5,13:13.7
Shannon Doyle Beauty,"As an industry colleague Ive known Shannon for years and always admired her work.  Thus when I had the need to have a soft glam and very elegant look I knew I needed to give her a call.  From the moment she arrives you know youre in good hands, very hygienic, organized and ready for anything. Shes funny and makes the whole process so fun.  My look lasted the entire night and the compliments were non stop.  Suffice to say I will always recommend Shannon to my clients, and Im looking forward to the next time I get to work with her!",5,13:13.7
Shannon Doyle Beauty,Shannon is the best! You cannot go wrong booking with her. Shannon did my hair and makeup as well as my bridesmaids for my wedding in 2022. We all looked amazing and both hair and makeup lasted all night. Shannon will jump through hoops to make sure everything is perfect for you. I would definitely book again and would definitely recommend.,5,13:13.7
Shannon Doyle Beauty,"Shannon clearly has a lot of talent with hair and makeup. I had many compliments on my hair throughout the wedding day, and she was very easy to communicate with leading up to the event. She even gave me a little bride kit complete with little odds and ends I might need throughout the day/evening. The only reason I gave 4 stars instead of 5, is that I feel the goal of styling all 5 of us, plus doing my makeup was perhaps too lofty for the morning of. My hair was rushed at the end (but still looked beautiful) and the majority of the flowers fell out after about an hour. Some transparency prior about the practicality of styling five women total, and doing my makeup would have gone a long way into making the get ready experience less stressful.",4,13:13.7
Shannon Doyle Beauty,"I ve been meaning to email you my thanks since [my daughter s] wedding to share that your efforts in getting everyone ready and feeling beautiful were much appreciated! Specifically, your help in getting me (my shawl) and [daughter] ready, touch-ups, etc. were deeply appreciated given the chaos around us! You re a pro, doing this all the time. For us, it was a once in a lifetime event. You took away the stress of the day with your calm and low key demeanour. Really going above and beyond.  And, for that, I thank you. With sincere gratitude,",5,13:14.2
Shannon Doyle Beauty,"Shannon is great! Shes personable and very professional. I brought some photos of what I was wanting for my hair and makeup and she worked with me to combine my favourite aspects of each look. The day of my wedding was the first day of Stage 3. Shannon kept tabs on all the regulations and updated me about the safety protocols and services she could provide.  The best part, my hair and makeup lasted throughout my outdoor wedding in 42 plus degrees, with the humidex, weather. I look back at the photos of my wedding and truly love the way I look. Edit: I just used Shannon Doyles services for a large event. The fact that Im a returning client says everything. Amazing job; she went above and beyond.",5,13:14.2
Shannon Doyle Beauty,"Shannon, Amber and Kendra were incredibly talented artists who made my bridesmaids, mother and mother and I feel absolutely pampered. Shannons team are real creatives and were able to craft a style for each person who got their services. If you are considering booking her for a wedding, absolutely do. My advice to you when working with her for a wedding: - Book a bridal trial so you can test out what hair and makeup will look good on you. Shannon can bring your pinterest ideas to life, but also listen to her for her advice. - review your contract thoroughly. Shannon is super clear about her fees, rescheduling and incidentals. However, there is a lot of content and you want to make sure you understand what you are paying for - give lots of extra time for hair and makeup- we ran about an hour later than I originally anticipated, but this wasnt an issue because I put a lot of flex time into our day. - Shannon is a fantastic floral weaver. She made an outstanding floral design for me. Every flower stayed secure all night - BUY THE LIPSTICK. Shell pick a great colour for you, and its great peace of mind to know you can touch up anytime. Services: Bridal makeup , Wedding hair & make-up",5,13:14.2
Shannon Doyle Beauty,"Shannon was amazing from the beginning to the end. She had  great suggestions at my trial appointment for changes to make to my skincare routine for my makeup to be flawless on the day. On the big day, Shannon and Amber were on time, friendly, fun and crazy talented. All the very different hair and makeup looks my family members requested were executed beautifully and lasted all day and night. My Hollywood waves were a vintage wonder as Shannon was ready to do as much battle with my hair as required to make it perfect! I could not recommend their services more. Thank you so much again!",5,13:14.2
Shannon Doyle Beauty,Shannon did such an awesome job on hair and makeup for my daughters wedding last weekend. The three of us felt absolutely beautiful and Shannon is so much fun to work with.It was an incredible experience.  Highly recommend her and her team to anyone.,5,13:14.2
Shannon Doyle Beauty,"It was such a joy to have Shannon and her team do our hair and makeup for my wedding! Shannon, Neelam and Melissa came to our hotel to do hair and makeup for our 4 person bridal party the morning of the wedding and did an absolutely incredible job!  Melissa and Neelam both  were great about taking each persons personal style and preferences into account when creating hair and makeup looks for each person. Shannon was hilarious and definitely put me at ease during the whole glam process, and I felt absolutely beautiful. She was able to use a reference photo and change it a little to suit my hair type and colour, and created a makeup look that looked natural on camera, with a little touch of glam. Everything managed to stay in place all day and night, even through a bit of unexpected rain! I cannot recommend Shannon and her team enough!",5,13:14.2
Shannon Doyle Beauty,"Amber from Shannons team did a wonderful job on my hair and makeup for my wedding! I was especially thrilled with my hair   not only did she take my general ideas and turn them into an elegant and creative style, but it stayed in place all day (no small feat for my silky, stick-straight hair). Amber and Shannon were both so positive and great to work with   thank you so much!",5,13:14.2
Shannon Doyle Beauty,"Shannon and Melissa provided myself and my bridal party with their services a month ago for my wedding. Since first interacting with Shannon, I knew she would be the right the fit for me and the perfect person to work with! She set up a trial appointment a couple of months before the wedding and got a good feel for what I had envisioned for my wedding day. Once the day arrived, Shannon and Melissa travelled to the venue to get us all ready. The mood was relaxed and they both really helped to contribute to the low-stress and chill vibe we were all in dire need of! Everything ran on schedule and it was really just the perfect morning into afternoon that I could have imagined for my wedding day. Not to mention that it had to have been one of the hottest spring days ever... The makeup Shannon used held up fantastically through the elements. Melissa has a unique talent of bringing pictures to life and even though I never knew exactly what I wanted, I was able to show her stock photos of what I liked and she pulled it off not only for myself but for every member of my bridal party. My wedding day will be a day I will never forget and that goes with many thanks to Shannon and Melissa!",5,13:14.2
Shannon Doyle Beauty,"It was an absolute pleasure getting my wedding hair & make up done with Shannon and Melissa. Despite not fully knowing what I wanted, they were able to deliver the best look based on just a few pictures and description. I am still in disbelief how beautiful they made me look and feel!",5,13:14.2
Shannon Doyle Beauty,I cannot recommend Shannon enough - She and Amber created beautiful looks not only for myself but also my entire bridal party. She made me feel comfortable the whole time and helped me create my perfect look which stayed flawless the whole day!! Thank you so so much for everything Shannon!,5,13:14.2
Shannon Doyle Beauty,Melissa was very professional and did exactly the hairstyles everyone requested.  Thank you Shannon to you and your team. Gina Service:,5,13:14.8
Shannon Doyle Beauty,"Shannon was the makeup artist for my wedding in October 2021, and she was incredible. She created unique wedding day looks for myself, my bridesmaids, my mom and my mother-in-law, and highlighted everyones natural beauty and features. Everyone looked stunning and we got so many compliments. The makeup lasted all night, even with all the dancing at the reception. Aside from the makeup, she was incredibly professional and a fantastic communicator. Our wedding was delayed because of the Covid-19 pandemic, and the reschedule process was incredibly straightforward, which was a relief given what a stressful time it was. I cannot recommend Shannon enough, it was an absolute pleasure having her be a part of my big day.",5,13:14.9
Shannon Doyle Beauty,"Shannon and her colleague Melissa did an outstanding job getting my friends and me ready for my wedding. The whole process was seamless from start to finish and the final results were gorgeous. All the ladies looked incredible and my hair and makeup were exactly how I wanted it. Shannon was great to work with leading up to the big day and gave us useful guidance on how to prepare. She diligently followed all required covid protocols so everyone felt safe and comfortable. Overall, working with Shannon was a great experience!",5,13:14.9
Shannon Doyle Beauty,"This is the second time I ve had the pleasure of working with Shannon. Last July she styled my hair for my friends wedding. It was the first time I had a wedding updo that not only held, but that I absolutely loved. Naturally when it was my turn to walk down the aisle I knew I needed her expertise once more. Shannon single handedly made not only myself feel like an absolute star but my mother, mother in law and two bridesmaids as well! Shannon took the time to consult with each of us to determine our desired looks and effortlessly transformed us. My hair and makeup held through all of the tears, hugs and dancing. I would highly recommend using Shannon for any and all special events! Thank you Shannon for all of your expertise and for making me feel so beautiful on my wedding day! You re truly one of a kind!",5,13:14.9
Shannon Doyle Beauty,"Shannon was amazing! Let s start with her awesome personality! She instantly makes you feel comfortable and calms any nervousness you may have. She s funny, informative ( I learned so much) and caring. My hair was beautifully done in beach waves. Those beach waves not only lasted all day and night, but the next morning I still was able to rock my hairdo! The makeup and products she used to face prep were all amazing. I wanted a natural, but flaw free look and that s what I got. I haven t felt this pretty in a really long time! She even give you a cute little to go bag with a little lipstick, and other awesome things to have for the day and night. My makeup never moved. I didn t even have to touch up my lips! I found my forever makeup and hair set Angel! Thanks Shannon! Can t wait to be able to do this again! I enjoyed our chats and belly laughs! Tanya",5,13:14.9
Shannon Doyle Beauty,Shannon is very talented. She did my hair and makeup for my wedding (August 2021) and I totally loved it. She took time to study my features and traits and considered all my needs and preferences. She gave me great suggestion and useful tips for makeup as well! I highly recommend her. You will be amazed! Thank you Shannon! :),5,13:14.9
Shannon Doyle Beauty,"I recently used Shannon Doyle Beautys services for my wedding, for both myself and 12 additional ladies, and all I can say is WOW! Not only is Shannon and her team professional, but they are very personable and made our getting ready experience so much fun! A few months leading up the wedding Shannon had provided her recommendation of a skin care routine, which cleared up my skin beautifully. She provided a reasonable get ready schedule and kept to that time and even finished earlier than anticipated. She made the entire process easy and stress free! The makeup process was great and she nailed my bride look perfectly! My makeup lasted all night and into the morning, which was awesome. I only required one lip touch up throughout the event. I highly recommend Shannon and her team for any and all events!! A huge thank you again to you all, you did a fantastic job!!",5,13:14.9
Shannon Doyle Beauty,"Shannon was the hair and makeup artist for a wedding that I was a bridesmaid for. She was extremely professional, friendly, and took all of the necessary covid precautions to keep herself and all of us safe. She was patient, made us all laugh, and we had a wonderful morning. Of course, I was thrilled with my hair and makeup   which lasted the entire day (on a hot September day). Thanks so much, Shannon.",5,13:14.9
Shannon Doyle Beauty,"I had a phone consultation with Shannon and I was blown away by how generous she was in sharing her time and her expertise.  I left with recommendations on skin and hair products (and where to find them on sale!), as well as insider knowledge of where to go, who to work with, all within the Ottawa wedding scene.  Shannon is extremely passionate about her work, and I assure you, can help you with more than just your makeup and hair (though she will knock that out of the park).  Lastly, if youre looking for someone to get the party going on the morning-of, Shannons your girl!",5,13:14.9
Shannon Doyle Beauty,"I worked with Shannon three times in three weeks and every time she went ABOVE and BEYOND to create gorgeous looks for myself and my family!!! I hired her for my wedding day- covid styles ;) She abided by all of the policies and protocols and despite the unique-masked-situation, she and her lovely colleague Amber, created an uplifting, fun and positive atmosphere for me and my family! I would choose to hire her again and again!!! She is very talented and skilled at both makeup and hair! She is passionate about her craft and clearly loves what she does! A beautiful kind and caring person from the inside out. You cant ask for more than that! With infinite gratitude to you Shannon! Thank you for helping me to make beautiful memories <3 Until we meet again!!! xoxo",5,13:14.9
Shannon Doyle Beauty,"Shannon was amazing! She styled my hair for my wedding and went above and beyond, made everything easy! I knew I was in very skilled, very good hands with her! And my hair stayed put for more than 12 hours - impressive! She made me feel secure with very diligent sanitizing practices. She also provided tips and advice on my wedding make up. She had hair pieces available in her studio which made it super easy!",5,13:15.5
Shannon Doyle Beauty,"Shannon is amazing! I can not say enough positive things about my hair and make up. Not only did she do a great job making me look fantastic , the compliments  I received definitely were proof she does great work and to top it off my hair and makeup lasted right till I went to bed. Thank you Shannon for your talent, your creativity and your professionalism. I would recommend you to anyone who wants to look amazing on their wedding day!",5,13:15.5
Shannon Doyle Beauty,Shannon was absolutely wonderful to work with! She took the time to learn a bit about myself and my daughter and our typical make up routines before our branding shoot so that we would look more like our natural selves in the photos. The results were beautiful! We will definitely be recommending and using her again in the future. Thank you Shannon!,5,13:15.5
Shannon Doyle Beauty,I hired Shannon at the last minute for my Maternity Shoot. Fortunately she was able to fit me into her schedule. Shannon was really fun to work with and her work is absolutely amazing. I dont normally put make up on or do anything to my hair but Shannon made me feel really pretty without feeling not like myself. Looking forward to working with Shannon again in the future!,5,13:15.5
Shannon Doyle Beauty,Shannon is so much fun to have around on the wedding day! Also I am terrified of anyone touching anything near my eyes and somehow Shannon made me look so good regardless!,5,13:15.5
Shannon Doyle Beauty,"Experienced,  talented,  friendly and accommodating. I chose Shannon to do my hair and makeup for my wedding and she made the experience enjoyable and reassuring right from the beginning. Highly recommend!",5,13:15.5
Shannon Doyle Beauty,"I hired Shannon for my October wedding reception and couldn t be happier with the work she did. From our very first phone call, to the perfect hair and make-up, everything about working with Shannon was amazing. We immediately clicked over the phone during the telephone consultation. She was funny, personable and really listened! I booked a trial and was so happy with the outcome. She had some really good ideas, and her products are great quality. The day of my reception she arrived on time and in great spirits, despite not feeling well. It really demonstrated her reliability and professionalism, and she blew me away with the finished look. My hair and make-up lasted all night and I really appreciated the bag of touch up supplies and other must have items for my clutch. Shannon is a true professional, she is extremely talented and I would highly recommend her to brides looking for the convenience of a mobile artist.",5,13:15.5
Shannon Doyle Beauty,"Shannon and her team are amazing. They eased my shy daughter through her hair and makeup, gave everyone the look they hoped for and helped make my desired look a reality. All so helpful, friendly and funny! Thanks Shannon!",5,13:15.5
Shannon Doyle Beauty,Shannon was great to work with! She was so fun to spend the day with getting ready and my hair and makeup stayed perfectly all day/night (and my hair actually still held up through sleeping and I wore it to an event the next day!) I would definitely recommend her to anyone in the area!,5,13:15.5
Shannon Doyle Beauty,"Shannon was extremely organized and professional. Her efficient website and response times gave me all the confidence I needed to have one less worry on the big day. She did my hair, my two bridesmaids and my two nieces. Both of my nieces were very shy, but Shannon did a great job of getting them to explain what they wanted. We all looked amazing and my hair held up throughout the day, despite some very hot and humid conditions.",5,13:15.5
Tony And Chris Hair Studio,Very friendly and professional Very reasonably priced I will be back!,5,13:16.0
Tony And Chris Hair Studio,Love the inside and outside plants. Keep up the good work Tony and Chris!,5,13:16.0
Tony And Chris Hair Studio,,5,13:16.0
Tony And Chris Hair Studio,,5,13:16.0
Tony And Chris Hair Studio,"I have been to many hair salons in Ottawa, and this one exceeded all of them. Tony & Chris truly place the best interest of the customer over their own. They will tell it to you as it is, and they will give you the informed advice that you have been seeking for your hair.",5,13:16.0
Tony And Chris Hair Studio,My first experience with a hair stylist for over 10 years. I came over to Canada and found the hard way that some stylist can t cut hair! So after many visits and lengthy stays I gave up and did it myself. I changed my mind the other day when I was having a migraine while doing my hair and I looked online and I saw all the flashy salons. They looks great but I know they will spend an hour and be like ok it s done! Ha nope! I read Chris reviews and her customers are from years. This is returning customers who are happy with their hair. This told me everything I needed to know and I booked an appointment. She spent the time on the hair that was needed. I was there for I think 2 1/2 hours. Maybe alittle more. I was over the moon. She is amazing and I have found my hair stylist. Her prices are amazing. She is amazing. The shop is very clean. I m very happy and will be returning,5,13:16.0
Tony And Chris Hair Studio,,5,13:16.0
Tony And Chris Hair Studio,"Friendly service and great prices.  Our go to place for hair cuts, dye and shaving",4,13:16.0
Tony And Chris Hair Studio,Tony and Chris are wonderful,5,13:16.0
Tony And Chris Hair Studio,I would recommend it to everyone,5,13:16.0
Tony And Chris Hair Studio,Chris making my heir for over 10 years now and Im very happy to have her as my hairdresser. Chris and Tony have very good personality and are perfectionists. What ever they do they do it exelent.,5,13:16.5
Tony And Chris Hair Studio,Always enjoy going there to get my hair done! Incredibly friendly,5,13:16.5
Tony And Chris Hair Studio,Christine is the most amazing hairdresser in the world.. She listens and is an expert hair  colorist. Highly recommend her.,5,13:16.5
Tony And Chris Hair Studio,I have been coming to see Christine for my blonde high lights and hair cuts for over 5 years. She takes her time and the outcome is always amazing! Im always super excited with the results me get loads of compliments! Her prices are super affordable as well so it makes the over all experience an enjoyable and affordable one! Highly recommended!,5,13:16.5
Tony And Chris Hair Studio,Shes the best!,5,13:16.5
Tony And Chris Hair Studio,Best hair colorist in Ottawa!! Chris is meticulous & her recommendations are always excellent! TY Chris for always making me look up to date & great.,5,13:16.5
